IDpol,ClaimAmount,cumulative_cost,cumulative_cost_share,claim_rank,cumulative_claim_share,Region,DriverAgeGroup,Vehicle Age Groups,Bonus-Malus Groups,VehGas,DrivAge,VehAge,BonusMalus,Exposure,ExtremeClaim
142366,23042.28,21274966.59000001,0.35512009391743615,188,0.007109363182574497,Franche-Comte,66+,11-15,65-84,Regular,74,11,71,1.0,False
2277762,23000.0,21297966.59000001,0.35550400813537625,189,0.007147178944183936,Languedoc-Roussillon,46-55,11-15,50,Regular,52,12,50,0.08,False
4122619,22600.0,21320566.59000001,0.35588124558430867,190,0.007184994705793374,Rhone-Alpes,36-45,6-10,51-64,Regular,43,9,54,0.24,False
1012500,22567.21,21343133.800000012,0.35625793570510167,191,0.007222810467402813,Rhone-Alpes,36-45,0-2,51-64,Diesel,40,0,57,0.79,False
89657,22526.81,21365660.61000001,0.35663395147222493,192,0.007260626229012252,Midi-Pyrenees,66+,0-2,50,Diesel,76,1,50,0.47,False
6100323,22440.0,21388100.61000001,0.3570085182135543,193,0.007298441990621691,Ile-de-France,56-65,0-2,51-64,Regular,60,1,55,0.52,False
2268680,22343.05,21410443.66000001,0.3573814666729954,194,0.00733625775223113,Provence-Alpes-Cotes-D'Azur,46-55,0-2,50,Regular,52,2,50,0.38,False
6111084,22070.0,21432513.66000001,0.3577498574029927,195,0.007374073513840569,Provence-Alpes-Cotes-D'Azur,56-65,0-2,51-64,Diesel,62,0,56,0.61,False
5073560,22000.0,21454513.66000001,0.3581170796984136,196,0.007411889275450008,Rhone-Alpes,66+,3-5,51-64,Regular,79,4,54,0.29,False
1191183,22000.0,21476513.66000001,0.3584843019938346,197,0.007449705037059447,Ile-de-France,26-35,11-15,51-64,Regular,32,12,64,0.6,False
5071958,22000.0,21498513.66000001,0.3588515242892555,198,0.0074875207986688855,Ile-de-France,26-35,3-5,50,Regular,35,3,50,0.23,False
5078917,22000.0,21520513.66000001,0.35921874658467645,199,0.007525336560278324,Centre,18-25,0-2,85-99,Diesel,21,0,90,0.22,False
3167623,21876.59,21542390.25000001,0.3595839089299393,200,0.007563152321887763,Rhone-Alpes,26-35,3-5,51-64,Diesel,32,4,56,0.71,False
3151785,21594.95,21563985.20000001,0.35994437016214387,201,0.007600968083497202,Nord-Pas-de-Calais,36-45,11-15,50,Diesel,38,12,50,0.67,False
1143384,21494.43,21585479.63000001,0.3603031535222968,202,0.007638783845106641,Pays-de-la-Loire,26-35,11-15,100+,Diesel,30,12,106,1.0,False
101105,21477.44,21606957.07000001,0.36066165328668615,203,0.007676599606716079,Picardie,18-25,6-10,100+,Regular,19,8,100,0.57,False
4184024,21204.0,21628161.07000001,0.36101558881178186,204,0.007714415368325518,Bourgogne,46-55,6-10,50,Diesel,54,9,50,0.14,False
3020798,21127.57,21649288.64000001,0.3613682485732394,205,0.007752231129934957,Corse,66+,0-2,85-99,Regular,70,2,97,0.24,False
3167082,21000.0,21670288.64000001,0.36171877894614124,206,0.007790046891544396,Provence-Alpes-Cotes-D'Azur,46-55,0-2,51-64,Regular,46,0,62,0.67,False
89541,20927.43,21691216.07000001,0.3620680979862258,207,0.007827862653153835,Aquitaine,36-45,0-2,50,Diesel,39,2,50,0.48,False
5047624,20718.0,21711934.07000001,0.36241392123697724,208,0.007865678414763273,Bourgogne,18-25,6-10,65-84,Regular,24,6,76,0.88,False
93944,20640.73,21732574.800000012,0.3627584547028756,209,0.007903494176372712,Provence-Alpes-Cotes-D'Azur,46-55,16-20,50,Regular,51,16,50,1.0,False
2064176,20602.99,21753177.79000001,0.36310235821561804,210,0.00794130993798215,Centre,36-45,11-15,50,Diesel,45,13,50,1.0,False
3056959,20345.81,21773523.60000001,0.363441968899727,211,0.00797912569959159,Poitou-Charentes,36-45,3-5,51-64,Diesel,44,5,58,1.0,False
2002243,20202.97,21793726.570000008,0.3637791953096234,212,0.008016941461201028,Languedoc-Roussillon,26-35,3-5,50,Regular,33,3,50,0.13,False
4156737,20150.43,21813877.000000007,0.3641155447259106,213,0.008054757222810467,Haute-Normandie,36-45,6-10,50,Diesel,45,8,50,0.55,False
2056623,20135.0,21834012.000000007,0.3644516365858334,214,0.008092572984419906,Centre,46-55,16-20,65-84,Regular,47,16,77,0.32,False
1172893,20034.96,21854046.96000001,0.36478605858582736,215,0.008130388746029345,Pays-de-la-Loire,66+,6-10,50,Regular,83,6,50,1.0,False
1181678,20000.0,21874046.96000001,0.36511989703621,216,0.008168204507638784,Provence-Alpes-Cotes-D'Azur,26-35,11-15,51-64,Regular,33,15,64,0.92,False
2284588,20000.0,21894046.96000001,0.36545373548659266,217,0.008206020269248222,Languedoc-Roussillon,26-35,3-5,51-64,Regular,33,4,62,0.08,False
3058418,20000.0,21914046.96000001,0.36578757393697536,218,0.008243836030857661,Rhone-Alpes,36-45,16-20,65-84,Regular,38,16,72,0.01,False
4170323,20000.0,21934046.96000001,0.366121412387358,219,0.0082816517924671,Rhone-Alpes,18-25,11-15,100+,Diesel,19,14,100,0.15,False
1190233,20000.0,21954046.96000001,0.3664552508377407,220,0.008319467554076539,Provence-Alpes-Cotes-D'Azur,36-45,6-10,50,Regular,42,7,50,0.99,False
2266429,20000.0,21974046.96000001,0.36678908928812337,221,0.008357283315685977,Provence-Alpes-Cotes-D'Azur,36-45,11-15,51-64,Regular,39,12,57,0.92,False
4046192,19976.0,21994022.96000001,0.3671225271323656,222,0.008395099077295416,Ile-de-France,66+,3-5,50,Regular,72,4,50,0.92,False
76662,19883.77,22013906.730000008,0.36745442548059387,223,0.008432914838904855,Poitou-Charentes,36-45,3-5,100+,Diesel,43,5,100,0.2,False
1192667,19836.99,22033743.720000006,0.36778554298068666,224,0.008470730600514294,Ile-de-France,56-65,6-10,51-64,Diesel,56,6,58,0.49,False
3086482,19811.6,22053555.320000008,0.36811623667286675,225,0.008508546362123733,Centre,36-45,3-5,50,Diesel,41,4,50,1.0,False
149211,19791.01,22073346.33000001,0.36844658667836216,226,0.008546362123733171,Pays-de-la-Loire,36-45,6-10,50,Diesel,41,9,50,1.0,False
2209220,19350.0,22092696.33000001,0.36876957537910743,227,0.00858417788534261,Lorraine,46-55,11-15,65-84,Diesel,46,14,73,0.2,False
2083404,19281.82,22111978.15000001,0.3690914260245753,228,0.008621993646952049,Poitou-Charentes,18-25,3-5,100+,Diesel,24,4,125,0.07,False
2094193,19122.04,22131100.19000001,0.36941060963466305,229,0.008659809408561488,Rhone-Alpes,36-45,11-15,65-84,Regular,40,15,70,0.08,False
3045922,19071.38,22150171.570000008,0.36972894763195596,230,0.008697625170170926,Centre,66+,0-2,50,Diesel,75,2,50,1.0,False
1077761,19056.13,22169227.700000007,0.3700470310774305,231,0.008735440931780365,Nord-Pas-de-Calais,36-45,0-2,50,Diesel,45,1,50,0.19,False
4074168,19042.19,22188269.890000008,0.37036488183750516,232,0.008773256693389804,Provence-Alpes-Cotes-D'Azur,26-35,0-2,51-64,Diesel,33,2,60,0.78,False
4006130,18999.75,22207269.640000008,0.37068202419238805,233,0.008811072454999245,Picardie,46-55,6-10,50,Regular,49,7,50,0.37,False
1117351,18900.0,22226169.640000008,0.37099750152799965,234,0.008848888216608683,Centre,18-25,11-15,85-99,Diesel,19,14,90,0.13,False
88976,18871.73,22245041.37000001,0.3713125069829617,235,0.008886703978218122,Provence-Alpes-Cotes-D'Azur,36-45,6-10,85-99,Regular,40,9,85,0.74,False
3179321,18825.38,22263866.750000007,0.37162673876731495,236,0.008924519739827561,Pays-de-la-Loire,56-65,3-5,50,Regular,58,4,50,0.35,False
1147161,18806.7,22282673.450000007,0.3719406587465555,237,0.008962335501437,Centre,46-55,11-15,100+,Regular,53,14,100,1.0,False
1074874,18753.6,22301427.05000001,0.37225369238471034,238,0.009000151263046438,Lorraine,36-45,3-5,50,Diesel,41,4,50,1.0,False
2137413,18551.12,22319978.17000001,0.3725633462423935,239,0.009037967024655877,Rhone-Alpes,26-35,6-10,65-84,Diesel,34,7,76,0.15,False
4049217,18536.3,22338514.47000001,0.37287275272578496,240,0.009075782786265316,Rhone-Alpes,66+,0-2,50,Diesel,69,2,50,0.82,False
2277113,18530.0,22357044.47000001,0.3731820540500645,241,0.009113598547874755,Languedoc-Roussillon,46-55,0-2,50,Diesel,52,1,50,0.5,False
2119842,18177.27,22375221.74000001,0.37348546763251383,242,0.009151414309484194,Pays-de-la-Loire,26-35,6-10,85-99,Diesel,27,6,95,0.02,False
1014639,18043.06,22393264.80000001,0.3737866409920419,243,0.009189230071093632,Ile-de-France,36-45,0-2,50,Regular,41,0,50,0.49,False
2231602,18000.0,22411264.80000001,0.37408709559738634,244,0.009227045832703071,Rhone-Alpes,36-45,6-10,65-84,Diesel,36,7,76,0.39,False
2140370,18000.0,22429264.80000001,0.37438755020273073,245,0.00926486159431251,Provence-Alpes-Cotes-D'Azur,36-45,0-2,50,Diesel,41,1,50,0.03,False
3107959,17973.55,22447238.35000001,0.37468756330672454,246,0.009302677355921949,Poitou-Charentes,18-25,0-2,85-99,Regular,21,1,90,0.03,False
61012,17937.57,22465175.92000001,0.37498697583534607,247,0.009340493117531387,Lorraine,26-35,11-15,85-99,Regular,29,11,95,0.24,False
3131368,17774.0,22482949.92000001,0.3752836580662011,248,0.009378308879140826,Rhone-Alpes,18-25,3-5,85-99,Diesel,22,4,95,0.69,False
4055372,17616.93,22500566.85000001,0.3755777184967861,249,0.009416124640750265,Languedoc-Roussillon,26-35,0-2,65-84,Diesel,28,0,76,0.09,False
2077809,17480.45,22518047.30000001,0.37586950081378573,250,0.009453940402359704,Provence-Alpes-Cotes-D'Azur,46-55,3-5,51-64,Diesel,54,4,51,0.28,False
5075009,17378.0,22535425.30000001,0.3761595730433232,251,0.009491756163969143,Ile-de-France,36-45,3-5,51-64,Regular,43,3,60,0.78,False
49189,17319.76,22552745.06000001,0.37644867313529323,252,0.009529571925578581,Pays-de-la-Loire,46-55,3-5,50,Diesel,53,3,50,0.06,False
127859,17263.73,22570008.79000001,0.3767368379788445,253,0.00956738768718802,Centre,66+,6-10,50,Regular,80,8,50,0.17,False
3093759,17232.93,22587241.72000001,0.3770244887111821,254,0.009605203448797459,Basse-Normandie,26-35,6-10,51-64,Diesel,28,8,60,0.27,False
3181926,17204.0,22604445.72000001,0.3773116565462013,255,0.009643019210406898,Bretagne,66+,3-5,50,Regular,78,4,50,0.8,False
3129120,17169.88,22621615.60000001,0.3775982548528241,256,0.009680834972016336,Nord-Pas-de-Calais,46-55,3-5,50,Regular,47,4,50,0.56,False
3172695,17114.2,22638729.80000001,0.37788392375320107,257,0.009718650733625775,Centre,18-25,11-15,100+,Regular,22,13,156,0.8,False
1098172,17073.31,22655803.110000007,0.3781689101208662,258,0.009756466495235214,Centre,18-25,0-2,65-84,Diesel,22,1,80,1.0,False
2146529,17021.95,22672825.060000006,0.3784530391913907,259,0.009794282256844653,Provence-Alpes-Cotes-D'Azur,46-55,0-2,85-99,Regular,46,0,90,0.1,False
108832,17018.45,22689843.510000005,0.37873710984018644,260,0.009832098018454092,Centre,26-35,6-10,65-84,Diesel,30,7,75,0.48,False
2255842,17000.0,22706843.510000005,0.37902087252301175,261,0.00986991378006353,Languedoc-Roussillon,18-25,6-10,85-99,Diesel,21,9,90,0.49,False
1120355,16945.63,22723789.140000004,0.3793037276660096,262,0.00990772954167297,Centre,46-55,6-10,51-64,Diesel,51,9,59,0.42,False
2098598,16798.5,22740587.640000004,0.3795841269264473,263,0.009945545303282408,Pays-de-la-Loire,46-55,11-15,51-64,Diesel,52,15,58,0.66,False
2203334,16785.88,22757373.520000003,0.37986431553482275,264,0.009983361064891847,Pays-de-la-Loire,56-65,6-10,100+,Regular,56,9,112,0.81,False
100135,16510.22,22773883.740000002,0.38013990284783655,265,0.010021176826501286,Rhone-Alpes,36-45,11-15,51-64,Diesel,38,13,58,0.89,False
1106093,16373.02,22790256.76,0.3804132000290808,266,0.010058992588110724,Haute-Normandie,46-55,3-5,50,Diesel,46,5,50,1.0,False
2159698,16364.0,22806620.76,0.3806863466491839,267,0.010096808349720163,Provence-Alpes-Cotes-D'Azur,18-25,16-20,100+,Regular,18,16,100,0.1,False
148157,16354.69,22822975.450000003,0.38095933786748837,268,0.010134624111329602,Centre,46-55,6-10,50,Diesel,52,9,50,0.67,False
88914,16344.79,22839320.240000002,0.38123216383575986,269,0.01017243987293904,Provence-Alpes-Cotes-D'Azur,56-65,6-10,50,Regular,60,9,50,0.79,False
1019732,16334.36,22855654.6,0.3815048157072795,270,0.01021025563454848,Centre,46-55,11-15,51-64,Regular,46,13,62,1.0,False
5036556,16310.0,22871964.6,0.38177706096356656,271,0.010248071396157918,Rhone-Alpes,36-45,0-2,50,Regular,41,2,50,0.32,False
2084830,16288.25,22888252.85,0.38204894317053884,272,0.010285887157767357,Bretagne,18-25,6-10,100+,Diesel,20,7,125,0.29,False
1093960,16260.67,22904513.520000003,0.38232036501428807,273,0.010323702919376796,Provence-Alpes-Cotes-D'Azur,66+,11-15,51-64,Regular,69,12,62,1.0,False
3175380,16204.0,22920717.520000003,0.3825908409267881,274,0.010361518680986235,Rhone-Alpes,18-25,11-15,100+,Regular,21,11,100,0.008219178,False
4045868,16129.91,22936847.430000003,0.3828600801347487,275,0.010399334442595673,Ile-de-France,46-55,3-5,51-64,Regular,46,5,64,0.88,False
2101764,16113.0,22952960.430000003,0.3831290370822995,276,0.010437150204205112,Aquitaine,46-55,3-5,50,Diesel,54,5,50,0.47,False
61341,15948.14,22968908.570000004,0.3833952421995038,277,0.010474965965814551,Lorraine,18-25,6-10,100+,Regular,22,10,118,0.42,False
3047541,15928.75,22984837.320000004,0.38366112366033045,278,0.01051278172742399,Centre,66+,6-10,51-64,Diesel,68,9,62,0.49,False
48742,15867.74,23000705.060000002,0.3839259867469642,279,0.010550597489033428,Bretagne,36-45,11-15,50,Regular,41,13,50,0.12,False
6071391,15852.0,23016557.060000002,0.3841905871027375,280,0.010588413250642867,Poitou-Charentes,18-25,11-15,65-84,Diesel,25,15,72,0.61,False
1152016,15768.64,23032325.700000003,0.38445379601984964,281,0.010626229012252306,Pays-de-la-Loire,66+,0-2,50,Diesel,81,1,50,0.92,False
2147667,15756.39,23048082.090000004,0.3847168004609109,282,0.010664044773861745,Centre,36-45,3-5,50,Diesel,38,3,50,0.14,False
4148326,15607.96,23063690.050000004,0.38497732731991263,283,0.010701860535471184,Centre,46-55,16-20,50,Diesel,55,18,50,0.13,False
4073213,15600.0,23079290.050000004,0.3852377213112111,284,0.010739676297080622,Provence-Alpes-Cotes-D'Azur,46-55,3-5,51-64,Diesel,54,3,52,0.28,False
6059346,15497.69,23094787.740000006,0.38549640755191666,285,0.010777492058690063,Languedoc-Roussillon,46-55,3-5,50,Diesel,55,4,50,0.09,False
5034866,15484.0,23110271.740000006,0.385754865280203,286,0.010815307820299502,Corse,46-55,0-2,50,Diesel,48,2,50,0.59,False
6107997,15435.0,23125706.740000006,0.38601250510428575,287,0.01085312358190894,Provence-Alpes-Cotes-D'Azur,46-55,0-2,51-64,Diesel,54,1,53,0.74,False
31134,15316.87,23141023.610000007,0.3862681731115614,288,0.01089093934351838,Poitou-Charentes,26-35,6-10,51-64,Regular,33,7,60,0.42,False
3028761,15316.14,23156339.750000007,0.38652382893373366,289,0.010928755105127818,Ile-de-France,36-45,0-2,65-84,Regular,43,1,76,0.05,False
1094245,15244.9,23171584.650000006,0.38677829562334554,290,0.010966570866737257,Nord-Pas-de-Calais,46-55,6-10,65-84,Regular,52,8,67,0.99,False
2114361,15205.0,23186789.650000006,0.387032096305249,291,0.011004386628346696,Bretagne,26-35,6-10,65-84,Diesel,33,7,76,0.27,False
4013136,15174.47,23201964.120000005,0.38728538738275786,292,0.011042202389956134,Languedoc-Roussillon,46-55,0-2,50,Regular,48,1,50,0.09,False
3085262,15162.44,23217126.560000006,0.3875384776564389,293,0.011080018151565573,Rhone-Alpes,18-25,11-15,65-84,Diesel,25,12,76,0.24,False
4007562,15139.64,23232266.200000007,0.3877911873542865,294,0.011117833913175012,Aquitaine,66+,6-10,50,Regular,75,6,50,0.41,False
3204389,15082.05,23247348.250000007,0.3880429357643162,295,0.01115564967478445,Bretagne,26-35,6-10,85-99,Regular,33,9,85,1.0,False
168995,15059.45,23262407.700000007,0.388294306936897,296,0.01119346543639389,Centre,66+,3-5,50,Regular,74,3,50,0.57,False
83192,15012.65,23277420.350000005,0.3885448969275038,297,0.011231281198003328,Provence-Alpes-Cotes-D'Azur,36-45,16-20,50,Regular,43,16,50,0.86,False
2004764,15012.38,23292432.730000004,0.3887954824112916,298,0.011269096959612767,Aquitaine,56-65,0-2,50,Regular,59,2,50,0.54,False
1188962,15000.0,23307432.730000004,0.3890458612490786,299,0.011306912721222206,Provence-Alpes-Cotes-D'Azur,56-65,11-15,85-99,Diesel,63,14,90,0.49,False
3166588,15000.0,23322432.730000004,0.3892962400868656,300,0.011344728482831645,Centre,56-65,0-2,65-84,Regular,61,1,65,0.05,False
1179717,15000.0,23337432.730000004,0.3895466189246526,301,0.011382544244441083,Provence-Alpes-Cotes-D'Azur,66+,6-10,51-64,Diesel,70,8,57,1.0,False
2214266,15000.0,23352432.730000004,0.3897969977624396,302,0.011420360006050522,Languedoc-Roussillon,26-35,11-15,85-99,Regular,35,14,90,0.18,False
3168941,15000.0,23367432.730000004,0.3900473766002266,303,0.011458175767659961,Pays-de-la-Loire,36-45,0-2,100+,Regular,38,1,106,0.41,False
2277399,15000.0,23382432.730000004,0.3902977554380136,304,0.0114959915292694,Centre,26-35,3-5,85-99,Diesel,27,4,85,0.32,False
2095829,15000.0,23397432.730000004,0.3905481342758006,305,0.011533807290878838,Rhone-Alpes,46-55,3-5,51-64,Diesel,47,4,56,0.59,False
2216077,15000.0,23412432.730000004,0.3907985131135876,306,0.011571623052488277,Provence-Alpes-Cotes-D'Azur,36-45,11-15,85-99,Regular,43,13,95,0.49,False
1109466,14960.97,23427393.700000003,0.3910482404656387,307,0.011609438814097716,Centre,36-45,6-10,51-64,Diesel,44,7,62,0.4,False
2215983,14928.0,23442321.700000003,0.3912974174850043,308,0.011647254575707155,Provence-Alpes-Cotes-D'Azur,26-35,0-2,65-84,Regular,27,0,70,0.49,False
1019646,14879.09,23457200.790000003,0.3915457781024395,309,0.011685070337316594,Centre,36-45,0-2,51-64,Diesel,43,0,56,0.25,False
1161295,14871.57,23472072.360000003,0.3917940131966174,310,0.011722886098926032,Ile-de-France,36-45,6-10,85-99,Regular,36,6,90,0.9,False
3060574,14854.44,23486926.800000004,0.3920419623581625,311,0.011760701860535471,Centre,18-25,3-5,100+,Regular,20,3,118,0.45,False
6008602,14850.0,23501776.800000004,0.3922898374075717,312,0.01179851762214491,Provence-Alpes-Cotes-D'Azur,56-65,6-10,50,Diesel,63,6,50,0.7,False
97336,14848.54,23516625.340000004,0.3925376880867739,313,0.011836333383754349,Bretagne,46-55,16-20,50,Diesel,49,19,50,0.45,False
1095305,14776.37,23531401.710000005,0.39278433410992797,314,0.011874149145363787,Rhone-Alpes,36-45,6-10,51-64,Diesel,37,9,51,0.56,False
1002484,14758.09,23546159.800000004,0.3930306750047384,315,0.011911964906973226,Languedoc-Roussillon,66+,0-2,50,Regular,70,1,50,0.71,False
2115831,14572.0,23560731.800000004,0.3932739096996872,316,0.011949780668582665,Centre,36-45,6-10,50,Diesel,38,8,50,0.77,False
4159388,14500.0,23575231.800000004,0.39351594257621464,317,0.011987596430192104,Centre,46-55,6-10,50,Diesel,47,6,50,0.94,False
3146383,14464.0,23589695.800000004,0.3937573745435314,318,0.012025412191801543,Provence-Alpes-Cotes-D'Azur,36-45,6-10,51-64,Regular,40,9,62,0.33,False
2054143,14291.82,23603987.620000005,0.3939959324956288,319,0.012063227953410981,Centre,18-25,11-15,85-99,Regular,23,14,95,0.03,False
3155472,14233.35,23618220.970000006,0.3942335144710165,320,0.01210104371502042,Provence-Alpes-Cotes-D'Azur,36-45,6-10,51-64,Diesel,45,8,63,0.63,False
3155915,14204.0,23632424.970000006,0.3944706065384783,321,0.012138859476629859,Centre,18-25,11-15,85-99,Diesel,24,13,95,0.24,False
2114441,14088.9,23646513.870000005,0.3947057773656581,322,0.012176675238239298,Provence-Alpes-Cotes-D'Azur,18-25,6-10,100+,Regular,19,7,100,0.56,False
3207357,14064.0,23660577.870000005,0.3949405325639672,323,0.012214490999848737,Rhone-Alpes,26-35,11-15,65-84,Diesel,30,12,67,1.0,False
3183327,14000.0,23674577.870000005,0.3951742194792351,324,0.012252306761458175,Bretagne,46-55,3-5,50,Regular,54,5,50,0.66,False
6033955,13872.0,23688449.870000005,0.39540576982842046,325,0.012290122523067614,Lorraine,26-35,6-10,65-84,Diesel,29,7,72,0.55,False
3025890,13823.26,23702273.130000006,0.39563650661330235,326,0.012327938284677053,Champagne-Ardenne,36-45,0-2,50,Diesel,36,1,50,0.09,False
3153655,13813.58,23716086.710000005,0.39586708182037417,327,0.012365754046286492,Centre,66+,0-2,50,Diesel,73,1,50,0.68,False
57657,13809.51,23729896.220000006,0.3960975890913214,328,0.01240356980789593,Bretagne,56-65,6-10,50,Diesel,57,6,50,0.23,False
85907,13802.32,23743698.540000007,0.3963279763473457,329,0.01244138556950537,Pays-de-la-Loire,18-25,3-5,85-99,Diesel,24,5,95,1.0,False
2128522,13798.54,23757497.080000006,0.39655830050790286,330,0.012479201331114808,Bretagne,46-55,0-2,51-64,Diesel,54,1,62,0.83,False
